ortho,lemme
satisferiez,satisfaire
satisferons,satisfaire
satisferont,satisfaire
satisfirent,satisfaire
satisfis,satisfaire
satisfit,satisfaire
satisfont,satisfaire
talent,talent
talents,talent
adieu,adieu
adieux,adieu
manifesta,manifester
manifestai,manifester
manifestaient,manifester
manifestais,manifester
manifestait,manifester
manifestant,manifester
manifeste,manifester
manifestent,manifester
manifester,manifester
manifestera,manifester
manifesterai,manifester
manifesteraient,manifester
manifesterais,manifester
manifesterait,manifester
manifesteront,manifester
manifestes,manifester
manifestez,manifester
manifestiez,manifester
manifestions,manifester
manifestons,manifester
manifestât,manifester
manifestèrent,manifester
manifesté,manifester
manifestée,manifester
manifestées,manifester
manifestés,manifester
prise,prise
prises,prise
public,public
publics,public
soupe,soupe
soupes,soupe
rumeur,rumeur
rumeurs,rumeur
troubla,troubler
troublai,troubler
troublaient,troubler
troublais,troubler
troublait,troubler
troublant,troubler
trouble,troubler
troublent,troubler
troubler,troubler
troublera,troubler
troublerais,troubler
troublerait,troubler
troubleront,troubler
troubles,troubler
troublez,troubler
troublât,troubler
troublèrent,troubler
troublé,troubler
troublée,troubler
troublées,troubler
troublés,troubler
fonction,fonction
fonctions,fonction
salaud,salaud
salauds,salaud
situa,situer
situaient,situer
situais,situer
situait,situer
situant,situer
situasse,situer
situe,situer
situent,situer
situer,situer
situera,situer
situerai,situer
situeraient,situer
situerais,situer
situerait,situer
situes,situer
situez,situer
situions,situer
situons,situer
situât,situer
situèrent,situer
situé,situer
située,situer
situées,situer
situés,situer
vira,virer
virai,virer
viraient,virer
virais,virer
virait,virer
virant,virer
vire,virer
virent,virer
virer,virer
virera,virer
virerai,virer
virerais,virer
virerait,virer
vireras,virer
virerez,virer
vireront,virer
vires,virer
virez,virer
viriez,virer
virons,virer
virât,virer
virèrent,virer
viré,virer
virée,virer
virées,virer
virés,virer
exécuta,exécuter
exécutai,exécuter
exécutaient,exécuter
exécutais,exécuter
exécutait,exécuter
exécutant,exécuter
exécute,exécuter
exécutent,exécuter
exécuter,exécuter
exécutera,exécuter
exécuterai,exécuter
exécuteraient,exécuter
exécuterais,exécuter
exécuterait,exécuter
exécuteras,exécuter
exécuterez,exécuter
exécuteriez,exécuter
exécuterons,exécuter
exécuteront,exécuter
exécutes,exécuter
exécutez,exécuter
exécutiez,exécuter
exécutions,exécuter
exécutons,exécuter
exécutèrent,exécuter
exécuté,exécuter
exécutée,exécuter
exécutées,exécuter
exécutés,exécuter
génération,génération
générations,génération
vrai,vrai
vrais,vrai
averti,avertir
avertie,avertir
averties,avertir
avertir,avertir
avertira,avertir
avertirai,avertir
avertirait,avertir
avertiras,avertir
avertirent,avertir
avertirez,avertir
avertis,avertir
avertissaient,avertir
avertissais,avertir
avertissait,avertir
avertissant,avertir
avertisse,avertir
avertissent,avertir
avertissez,avertir
avertissiez,avertir
avertissons,avertir
avertit,avertir
avertît,avertir
marque,marque
marques,marque
avocat,avocat
avocate,avocat
avocates,avocat
avocats,avocat
dehors,dehors
drapeau,drapeau
drapeaux,drapeau
dévora,dévorer
dévorai,dévorer
dévoraient,dévorer
dévorais,dévorer
dévorait,dévorer
dévorant,dévorer
dévore,dévorer
dévorent,dévorer
dévorer,dévorer
dévorera,dévorer
dévorerai,dévorer
dévoreraient,dévorer
dévorerais,dévorer
dévorerait,dévorer
dévorerez,dévorer
dévoreront,dévorer
dévores,dévorer
dévorez,dévorer
dévorions,dévorer
dévorons,dévorer
dévorèrent,dévorer
dévoré,dévorer
dévorée,dévorer
dévorées,dévorer
dévorés,dévorer
estima,estimer
estimai,estimer
estimaient,estimer
estimais,estimer
estimait,estimer
estimant,estimer
estime,estimer
estiment,estimer
estimer,estimer
estimera,estimer
estimerai,estimer
estimerais,estimer
estimerait,estimer
estimeras,estimer
estimerez,estimer
estimes,estimer
estimez,estimer
estimiez,estimer
estimions,estimer
estimons,estimer
estimât,estimer
estimèrent,estimer
estimé,estimer
estimée,estimer
estimées,estimer
estimés,estimer
probablement,probablement
rat,rat
rats,rat
tailla,tailler
taillaient,tailler
taillais,tailler
taillait,tailler
taillant,tailler
taille,tailler
taillent,tailler
tailler,tailler
taillera,tailler
taillerai,tailler
taillerais,tailler
taillerait,tailler
taillerez,tailler
tailleront,tailler
tailles,tailler
taillez,tailler
taillons,tailler
taillèrent,tailler
taillé,tailler
taillée,tailler
taillées,tailler
taillés,tailler
enfui,enfuir
enfuie,enfuir
enfuient,enfuir
enfuies,enfuir
enfuir,enfuir
enfuira,enfuir
enfuirai,enfuir
enfuiraient,enfuir
enfuirais,enfuir
enfuirait,enfuir
enfuiras,enfuir
enfuirent,enfuir
enfuiront,enfuir
enfuis,enfuir
enfuit,enfuir
enfuyaient,enfuir
enfuyais,enfuir
enfuyait,enfuir
enfuyant,enfuir
enfuyez,enfuir
enfuyiez,enfuir
enfuyons,enfuir
redevenaient,redevenir
redevenais,redevenir
redevenait,redevenir
redevenant,redevenir
redevenez,redevenir
redeveniez,redevenir
redevenir,redevenir
redevenons,redevenir
redevenu,redevenir
redevenue,redevenir
redevenues,redevenir
redevenus,redevenir
redeviendra,redevenir
redeviendrai,redevenir
redeviendraient,redevenir
redeviendrais,redevenir
redeviendrait,redevenir
redeviendras,redevenir
redeviendrez,redevenir
redeviendriez,redevenir
redeviendrons,redevenir
redeviendront,redevenir
redevienne,redevenir
redeviennent,redevenir
redeviennes,redevenir
redeviens,redevenir
redevient,redevenir
redevinrent,redevenir
redevins,redevenir
redevint,redevenir
redevînt,redevenir
soumet,soumettre
soumets,soumettre
soumettaient,soumettre
soumettais,soumettre
soumettait,soumettre
soumettant,soumettre
soumette,soumettre
soumettent,soumettre
soumettez,soumettre
soumettions,soumettre
soumettons,soumettre
soumettra,soumettre
soumettrai,soumettre
soumettraient,soumettre
soumettrais,soumettre
soumettrait,soumettre
soumettras,soumettre
soumettre,soumettre
soumettrez,soumettre
soumettront,soumettre
soumirent,soumettre
soumis,soumettre
soumise,soumettre
soumises,soumettre
soumit,soumettre
soumît,soumettre
tendu,tendu
tendue,tendu
tendues,tendu
tendus,tendu
douloureuse,douloureux
douloureuses,douloureux
douloureux,douloureux
drifter,drifter
drifters,drifter
jusque,jusque
balaie,balayer
balaient,balayer
balaiera,balayer
balaierai,balayer
balaieraient,balayer
balaierait,balayer
balaieras,balayer
balaierez,balayer
balaies,balayer
balaya,balayer
balayai,balayer
balayaient,balayer
balayais,balayer
balayait,balayer
balayant,balayer
balaye,balayer
balayent,balayer
balayer,balayer
balayera,balayer
balayerai,balayer
balayeraient,balayer
balayerait,balayer
balayerez,balayer
balayerons,balayer
balayeront,balayer
balayez,balayer
balayons,balayer
balayât,balayer
balayèrent,balayer
balayé,balayer
balayée,balayer
balayées,balayer
balayés,balayer
lui,luire
luira,luire
luiraient,luire
luirait,luire
luire,luire
luirent,luire
luis,luire
luisaient,luire
luisait,luire
luisant,luire
luise,luire
luisent,luire
luit,luire
quotidien,quotidien
quotidienne,quotidien
quotidiennes,quotidien
quotidiens,quotidien
samedi,samedi
samedis,samedi
émeus,émouvoir
émeut,émouvoir
émeuve,émouvoir
émeuvent,émouvoir
émouvaient,émouvoir
émouvais,émouvoir
émouvait,émouvoir
émouvant,émouvoir
émouvez,émouvoir
émouvoir,émouvoir
émouvrait,émouvoir
ému,émouvoir
émue,émouvoir
émues,émouvoir
émurent,émouvoir
émus,émouvoir
émussent,émouvoir
émut,émouvoir
émût,émouvoir
langage,langage
langages,langage
culotte,culotte
culottes,culotte
ouvrage,ouvrage
ouvrages,ouvrage
volant,volant
volants,volant
central,central
centrale,central
centrales,central
centraux,central
confus,confus
confuse,confus
confuses,confus
conviction,conviction
convictions,conviction
manque,manque
manques,manque
quels,quels
commet,commettre
commets,commettre
commettaient,commettre
commettais,commettre
commettait,commettre
commettant,commettre
commette,commettre
commettent,commettre
commettes,commettre
commettez,commettre
commettiez,commettre
commettions,commettre
commettons,commettre
commettra,commettre
commettrai,commettre
commettraient,commettre
commettrais,commettre
commettrait,commettre
commettras,commettre
commettre,commettre
commettrez,commettre
commirent,commettre
commis,commettre
commise,commettre
commises,commettre
commit,commettre
commît,commettre
craqua,craquer
craquaient,craquer
craquais,craquer
craquait,craquer
craquant,craquer
craque,craquer
craquent,craquer
craquer,craquer
craquera,craquer
craqueraient,craquer
craquerait,craquer
craqueras,craquer
craqueront,craquer
craques,craquer
craquez,craquer
craquiez,craquer
craquèrent,craquer
craqué,craquer
craquée,craquer
craquées,craquer
intelligence,intelligence
intelligences,intelligence
nocturne,nocturne
nocturnes,nocturne
pis,pis
bel,bel
bouquet,bouquet
bouquets,bouquet
lame,lame
lames,lame
tiroir,tiroir
tiroirs,tiroir
attaque,attaque
attaques,attaque
délicat,délicat
délicate,délicat
délicates,délicat
délicats,délicat
facilement,facilement
laine,laine
laines,laine
réflexion,réflexion
réflexions,réflexion
résolu,résoudre
résolurent,résoudre
résolus,résoudre
résolut,résoudre
résolvaient,résoudre
résolvais,résoudre
résolvait,résoudre
résolvant,résoudre
résolve,résoudre
résolvent,résoudre
résolves,résoudre
résolvez,résoudre
résolviez,résoudre
résolvons,résoudre
résoudra,résoudre
résoudrai,résoudre
résoudraient,résoudre
résoudrais,résoudre
résoudrait,résoudre
résoudras,résoudre
résoudre,résoudre
résoudrez,résoudre
résoudrons,résoudre
résoudront,résoudre
résous,résoudre
résout,résoudre
gémi,gémir
gémie,gémir
gémir,gémir
gémira,gémir
gémirai,gémir
gémiraient,gémir
gémirais,gémir
gémirait,gémir
gémirent,gémir
gémis,gémir
gémissaient,gémir
gémissais,gémir
gémissait,gémir
gémissant,gémir
gémisse,gémir
gémissent,gémir
gémissez,gémir
gémissiez,gémir
gémit,gémir
littérature,littérature
littératures,littérature
bâtiment,bâtiment
bâtiments,bâtiment
juif,juif
juifs,juif
juive,juif
juives,juif
perspective,perspective
perspectives,perspective
atmosphère,atmosphère
atmosphères,atmosphère
commissaire,commissaire
commissaires,commissaire
gros,gros
grosse,gros
grosses,gros
large,large
larges,large
particulièrement,particulièrement
sentier,sentier
sentiers,sentier
tronc,tronc
troncs,tronc
bien,bien
information,information
informations,information
mépris,mépris
persuada,persuader
persuadai,persuader
persuadaient,persuader
persuadais,persuader
persuadait,persuader
persuadant,persuader
persuade,persuader
persuadent,persuader
persuader,persuader
persuadera,persuader
persuaderai,persuader
persuaderais,persuader
persuaderait,persuader
persuaderas,persuader
persuaderez,persuader
persuaderons,persuader
persuadez,persuader
persuadiez,persuader
persuadons,persuader
persuadèrent,persuader
persuadé,persuader
persuadée,persuader
persuadées,persuader
persuadés,persuader
cabinet,cabinet
cabinets,cabinet
dépend,dépendre
dépendaient,dépendre
dépendais,dépendre
dépendait,dépendre
dépendant,dépendre
dépende,dépendre
dépendent,dépendre
dépendez,dépendre
dépendions,dépendre
dépendit,dépendre
dépendons,dépendre
dépendra,dépendre
dépendraient,dépendre
dépendrait,dépendre
dépendre,dépendre
dépendrez,dépendre
dépendront,dépendre
dépends,dépendre
dépendu,dépendre
dépendît,dépendre
changement,changement
changements,changement
paisible,paisible
paisibles,paisible
reprise,reprise
reprises,reprise
combat,combattre
combats,combattre
combattaient,combattre
combattais,combattre
combattait,combattre
combattant,combattre
combatte,combattre
combattent,combattre
combattes,combattre
combattez,combattre
combattiez,combattre
combattions,combattre
combattirent,combattre
combattit,combattre
combattons,combattre
combattra,combattre
combattrai,combattre
combattraient,combattre
combattrais,combattre
combattrait,combattre
combattras,combattre
combattre,combattre
combattrez,combattre
combattriez,combattre
combattrons,combattre
combattront,combattre
combattu,combattre
combattue,combattre
combattues,combattre
combattus,combattre
combattît,combattre
futur,futur
future,futur
futures,futur
futurs,futur
pote,pote
potes,pote
écriture,écriture
écritures,écriture
brûlant,brûlant
brûlante,brûlant
brûlantes,brûlant
brûlants,brûlant
chéri,chéri
chérie,chéri
chéries,chéri
chéris,chéri
infirmier,infirmier
infirmiers,infirmier
infirmière,infirmier
infirmières,infirmier
octobre,octobre
perte,perte
pertes,perte
consulta,consulter
consultai,consulter
consultaient,consulter
consultais,consulter
consultait,consulter
consultant,consulter
consulte,consulter
consultent,consulter
consulter,consulter
consultera,consulter
consulterai,consulter
consulteraient,consulter
consulterais,consulter
consulteras,consulter
consulterons,consulter
consulteront,consulter
consultes,consulter
consultez,consulter
consultions,consulter
consultons,consulter
consultâmes,consulter
consultèrent,consulter
consulté,consulter
consultée,consulter
consultées,consulter
consultés,consulter
carrière,carrière
carrières,carrière
chevalier,chevalier
chevaliers,chevalier
approuva,approuver
approuvai,approuver
approuvaient,approuver
approuvais,approuver
approuvait,approuver
approuvant,approuver
approuve,approuver
approuvent,approuver
approuver,approuver
approuvera,approuver
approuverai,approuver
approuverais,approuver
approuverait,approuver
approuveras,approuver
approuverons,approuver
approuveront,approuver
approuves,approuver
approuvez,approuver
approuviez,approuver
approuvions,approuver
approuvons,approuver
approuvâmes,approuver
approuvât,approuver
approuvèrent,approuver
approuvé,approuver
approuvée,approuver
approuvées,approuver
approuvés,approuver
cuivre,cuivre
cuivres,cuivre
grand-chose,grand-chose
